Unique ID,Agency Name,Bureau Name,Program Name,Category,Subcategory,Project Name,City,County,State,Funding Amount Excluding Loans,Funding Source,Program Type,Project on Map,Historic ID,GEO_ID,Total_Population,One_Race,White_Alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_Other_Race_alone,Population_of_two_or_more_races,Median_household_income
42004,Department of Commerce,National Oceanic and Atmospheric Administration,Investing in Coastal Communities and Climate Resilience,Resilience,Climate Resilience,VentureWell Ocean-Based Climate Resilience Accelerator,hadley,Hampshire,Massachusetts,249810.0,IRA,Discretionary,Y,IRA-6187,0600000US2501527690,5325,4984,4411,78,11,353,1,130,341,86690
39010,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,FY23 15.36KW GM PV SOLAR,hadley,Hampshire,Massachusetts,20000.0,IRA,Discretionary,Y,IRA-3164,0600000US2501527690,5325,4984,4411,78,11,353,1,130,341,86690
46794,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program (REAP) - NEW ENGLAND SOLAR & GREEN SOLUTION, INC",hancock,Berkshire,Massachusetts,42250.0,IRA,Discretionary,Y,,0600000US2500328180,757,714,696,1,3,10,0,4,43,64375
46795,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program (REAP) - NEW ENGLAND SOLAR & GREEN SOLUTION, INC",hancock,Berkshire,Massachusetts,19500.0,IRA,Discretionary,Y,,0600000US2500328180,757,714,696,1,3,10,0,4,43,64375
41222,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",harvard,Worcester,Massachusetts,28125.0,IRA,Discretionary,Y,IRA-5403,0600000US2502728950,6851,6493,5545,388,31,451,0,78,358,170250
48941,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,harwich,Barnstable,Massachusetts,3490000.0,BIL,Discretionary,Y,,0600000US2500129020,13440,12689,11922,350,31,108,2,276,751,78932
4532,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,RLF Supplemental Funding - Merrimack Valley Planning Commission,haverhill,Essex,Massachusetts,1000000.0,BIL,Discretionary,Y,P-4536,0600000US2500929405,67787,61118,47629,3094,303,1331,29,8732,6669,69237
49492,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Revolving Loan Fund (RLF) Grant Program,haverhill,Essex,Massachusetts,1000000.0,BIL,Discretionary,Y,,0600000US2500929405,67787,61118,47629,3094,303,1331,29,8732,6669,69237
27052,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,haverhill,Essex,Massachusetts,123100.0,BIL,Both,N,A-7093,0600000US2500929405,67787,61118,47629,3094,303,1331,29,8732,6669,69237
43407,Department of Transportation,Federal Highway Administration,Reconnecting Communities Pilot Program,Transportation,"Roads, Bridges, and Major Projects",Removing the Scars of Urban Renewal,haverhill,Essex,Massachusetts,452000.0,BIL,Discretionary,Y,P-24579,0600000US2500929405,67787,61118,47629,3094,303,1331,29,8732,6669,69237
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Haverhill Main Street Safety Improvement Demonstration Project,haverhill,Essex,Massachusetts,595021.0,BIL,Discretionary,,,0600000US2500929405,67787,61118,47629,3094,303,1331,29,8732,6669,69237
16580,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Haverhill Main Street Intersection Development Project,haverhill,Essex,Massachusetts,200000.0,BIL,Discretionary,Y,P-17676,0600000US2500929405,67787,61118,47629,3094,303,1331,29,8732,6669,69237
38366,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,Investing in Haverhill's Urban Forest with Equity and Resilience,haverhill,Essex,Massachusetts,1000000.0,IRA,Both,Y,IRA-2514,0600000US2500929405,67787,61118,47629,3094,303,1331,29,8732,6669,69237
7637,Department of Transportation,Federal Transit Administration,Urbanized Area Passenger Ferry Program,Transportation,Public Transportation,Ferry Service Funding: Massachusetts Bay Transportation Authority,hingham,Norfolk,Massachusetts,6639134.0,BIL,Discretionary,N,P-7854,0600000US2502330210,24284,23237,22350,152,26,550,0,159,1047,147520
48946,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,hingham,Plymouth,Massachusetts,600000.0,BIL,Discretionary,Y,,0600000US2502330210,24284,23237,22350,152,26,550,0,159,1047,147520
47164,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program (REAP) - WAHNEE-TACONIC BERKSHIRE ASSOCIATES, INC",hinsdale,Berkshire,Massachusetts,434378.0,IRA,Discretionary,Y,,0600000US2500330315,1919,1838,1803,9,2,10,0,14,81,64539
41226,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,"Rural Energy for America Program, Renewable Energy Systems and Energy Efficiency Improvement Support",holliston,Middlesex,Massachusetts,49459.0,IRA,Discretionary,Y,IRA-5407,0600000US2501730700,14996,14168,12742,185,16,932,2,291,828,137589
43294,Department of Energy,"Office of Manufacturing and Energy Supply Chains, Office of Clean Energy Demonstrations",Advanced Industrial Facilities Deployment Program,"Clean Energy, Buildings, and Manufacturing",Clean Manufacturing/Industry,"Advanced Industrial Facilities Deployment Program - Sublime Systems, Inc.",holyoke,Hampden,Massachusetts,86900000.0,IRA,Discretionary,Y,IRA-7116,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
18793,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Holyoke,holyoke,Hampden,Massachusetts,190000.0,BIL,Formula,Y,P-20749,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
27053,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,holyoke,Hampden,Massachusetts,76420.0,BIL,Both,N,A-7094,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
8931,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,Natural Gas Distribution Infrastructure Grant: City of Holyoke Gas and Electric Department,holyoke,Hampden,Massachusetts,10000000.0,BIL,Discretionary,Y,P-9184,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
16581,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Development of Holyoke's Comprehensive Safety Action Plan,holyoke,Hampden,Massachusetts,158280.0,BIL,Discretionary,Y,P-17677,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
38367,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,"Urban Forest Equity Plan Implementation in Holyoke, Massachusetts",holyoke,Hampden,Massachusetts,1000000.0,IRA,Both,Y,IRA-2515,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
48947,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,holyoke,Hampden,Massachusetts,7245000.0,BIL,Discretionary,Y,,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
44772,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,City of Holyoke MA Gas & Electric NGDISM FY2023 Application,holyoke,Hampden,Massachusetts,6313243.0,BIL,Discretionary,Y,,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
44771,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,City of Holyoke MA Gas & Electric NGDISM FY2023 Application,holyoke,Hampden,Massachusetts,3925614.0,BIL,Discretionary,Y,,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
44773,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Natural Gas Distribution Infrastructure Safety and Modernization Grants,Transportation,Safety,City of Holyoke MA Gas & Electric NGDISM FY2023 Application,holyoke,Hampden,Massachusetts,1701076.0,BIL,Discretionary,Y,,0600000US2501330840,38238,32243,19984,1640,262,418,36,9903,5995,42537
15580,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Hopkinton-Regulation and Bylaw Review Related to Climate Change Adaptation & Nature-Based Solutions,hopkinton,Middlesex,Massachusetts,50663.0,BIL,Formula,Y,P-16576,0600000US2501731085,18758,17738,13899,198,22,3352,4,263,1020,172683
4206,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,Tyler Dam,hudson,Middlesex,Massachusetts,2206000.0,BIL,Discretionary,Y,P-4209,0600000US2501731540,20092,18075,16071,377,31,580,3,1013,2017,96038
18803,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Huntington,huntington,Hampshire,Massachusetts,132000.0,BIL,Formula,Y,P-20759,0600000US2501531785,2094,1955,1908,14,0,10,0,23,139,70000
3443,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Operation and Maintenance (No-Year),Transportation,Ports and Waterways,"Knightville Dam, MA",huntington,Hampshire,Massachusetts,350000.0,BIL,Discretionary,Y,P-3443,0600000US2501531785,2094,1955,1908,14,0,10,0,23,139,70000
3979,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Inland Flood Risk Management Projects,Resilience,Resilience,"Littleville Lake, MA",huntington,Hampden,Massachusetts,780000.0,BIL,Discretionary,Y,P-3981,0600000US2501531785,2094,1955,1908,14,0,10,0,23,139,70000
45119,Department of the Interior,Fish and Wildlife Service,Ecosystem - Fish Passage,Resilience,Resilience,Ipswich Mills Dam Removal Project,ipswich,Essex,Massachusetts,1230000.0,BIL,Discretionary,N,,0600000US2500932310,13785,13161,12648,94,21,217,5,176,624,103941
7369,Department of Commerce,National Oceanic and Atmospheric Administration,Fish Passage,Other,Other,Fish Passage: Ipswich River Watershed Association,ipswich,Essex,Massachusetts,2359186.0,BIL,Discretionary,N,P-7576,0600000US2500932310,13785,13161,12648,94,21,217,5,176,624,103941
48948,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,ipswich,Essex,Massachusetts,5000000.0,BIL,Discretionary,Y,,0600000US2500932310,13785,13161,12648,94,21,217,5,176,624,103941
243,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Lawrence Municipal - LWM,lawrence,Essex,Massachusetts,295000.0,BIL,Both,Y,P-243,0600000US2500934550,89143,71207,17837,4861,1290,1684,60,45475,17936,45045
20153,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Lawrence Municipal - LWM,lawrence,Essex,Massachusetts,294000.0,BIL,Both,Y,P-22265,0600000US2500934550,89143,71207,17837,4861,1290,1684,60,45475,17936,45045
10252,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Lawrence Municipal - LWM,lawrence,Essex,Massachusetts,292000.0,BIL,Both,Y,P-10505,0600000US2500934550,89143,71207,17837,4861,1290,1684,60,45475,17936,45045
49510,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Multipurpose Grants Program,lawrence,Essex,Massachusetts,1000000.0,BIL,Discretionary,Y,,0600000US2500934550,89143,71207,17837,4861,1290,1684,60,45475,17936,45045
5800,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Lawrence,lawrence,Essex,Massachusetts,9875000.0,BIL,Discretionary,Y,P-5962,0600000US2500934550,89143,71207,17837,4861,1290,1684,60,45475,17936,45045
27054,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,lawrence,Essex,Massachusetts,139690.0,BIL,Both,N,A-7095,0600000US2500934550,89143,71207,17837,4861,1290,1684,60,45475,17936,45045
16586,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,"SS4A Planning and Demonstration Grant for Developing an Action Plan in Lawrence, Massachusetts",lawrence,Essex,Massachusetts,200000.0,BIL,Discretionary,Y,P-17682,0600000US2500934550,89143,71207,17837,4861,1290,1684,60,45475,17936,45045
47477,Department of Agriculture,Forest Service,Wood Innovations Grant Program,Other,Other,Wood Market Expansion Project at Meadow Farm of the Berkshires,lee,Berkshire,Massachusetts,300000.0,IRA,Discretionary,Y,,0600000US2500334655,5788,5509,5131,54,11,138,2,173,279,78750
18754,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Leicester Water Supply District,leicester,Worcester,Massachusetts,86600.0,BIL,Formula,Y,P-20709,0600000US2502734795,11087,10280,9209,406,31,258,2,374,807,84236
18794,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Leicester Water Supply District,leicester,Worcester,Massachusetts,86600.0,BIL,Formula,Y,P-20750,0600000US2502734795,11087,10280,9209,406,31,258,2,374,807,84236
27055,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,leominster,Worcester,Massachusetts,76490.0,BIL,Both,N,A-7096,0600000US2502735075,43782,38345,29660,3053,141,1391,13,4087,5437,63119
14694,Corps of Engineers - Civil Works,Corps of Engineers – Civil Works,Continuing Authorities Program (Under Flood Control Act And River And Harbor Act),Resilience,Resilience,"MILL POND, LITTLETON, MA",littleton,Middlesex,Massachusetts,200000.0,BIL,Discretionary,Y,P-15435,0600000US2501735950,10141,9627,8526,138,16,829,4,114,514,125275
49545,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Brownfields Cleanup Grants,lowell,Middlesex,Massachusetts,5000000.0,BIL,Discretionary,Y,,0600000US2501737000,115554,103219,52594,10344,405,25776,64,14036,12335,62196
43231,Department of Energy,Energy Efficiency and Renewable Energy,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program","Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,"Clean Hydrogen Manufacturing Recycling Research, Development, and Demonstration Program - AvCarb Material Solutions",lowell,Middlesex,Massachusetts,10000000.0,BIL,Discretionary,Y,P-24486,0600000US2501737000,115554,103219,52594,10344,405,25776,64,14036,12335,62196
27056,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,lowell,Middlesex,Massachusetts,159570.0,BIL,Both,N,A-7097,0600000US2501737000,115554,103219,52594,10344,405,25776,64,14036,12335,62196
13182,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",Lowell Bridge Preservation,lowell,Middlesex,Massachusetts,21400000.0,BIL,Discretionary,Y,P-13778,0600000US2501737000,115554,103219,52594,10344,405,25776,64,14036,12335,62196
13033,Department of Transportation,Federal Transit Administration,Low or No Emission (Bus) Grants,Transportation,Public Transportation,Lowell Regional Transit Authority,lowell,Middlesex,Massachusetts,6859296.0,BIL,Discretionary,Y,P-13629,0600000US2501737000,115554,103219,52594,10344,405,25776,64,14036,12335,62196
16582,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Lowell Supplemental Action Planning,lowell,Middlesex,Massachusetts,200000.0,BIL,Discretionary,Y,P-17678,0600000US2501737000,115554,103219,52594,10344,405,25776,64,14036,12335,62196
14498,Environmental Protection Agency,State and Tribal Assistance Grants,Pollution Prevention Grants,Environmental Remediation,Environmental Remediation,Pollution Prevention Grants - University of Massachusetts Lowell,lowell,Middlesex,Massachusetts,1186077.0,BIL,Discretionary,N,P-15212,0600000US2501737000,115554,103219,52594,10344,405,25776,64,14036,12335,62196
15321,Environmental Protection Agency,State and Tribal Assistance Grants,Pollution Prevention Grants,Environmental Remediation,Environmental Remediation,Pollution Prevention Grants - University of Massachusetts Lowell,lowell,Middlesex,Massachusetts,1186077.0,BIL,Discretionary,Y,P-16302,0600000US2501737000,115554,103219,52594,10344,405,25776,64,14036,12335,62196
12510,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Multi Site: The 300 Series Warehouse Buildings and the Mill Buildings 46 & 58 site Brownfield Cleanup Grant,ludlow,Hampden,Massachusetts,740000.0,BIL,Discretionary,Y,P-13028,0600000US2501337175,21002,19819,18230,541,46,244,7,751,1183,73516
39011,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,FY23 14.6KW RM PV SOLAR,lunenburg,Worcester,Massachusetts,18396.0,IRA,Discretionary,Y,IRA-3165,0600000US2502737420,11782,10935,10244,209,13,212,6,251,847,99601
12506,Environmental Protection Agency,State and Tribal Assistance Grants,Brownfields Projects,Environmental Remediation,Environmental Remediation,Whyte's Enterprise Laundry Brownfield Cleanup Grant,lynn,Essex,Massachusetts,500000.0,BIL,Discretionary,Y,P-13024,0600000US2500937490,101253,87505,38669,12256,1426,6948,46,28160,13748,61329
27057,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,lynn,Essex,Massachusetts,145930.0,BIL,Both,N,A-7098,0600000US2500937490,101253,87505,38669,12256,1426,6948,46,28160,13748,61329
41989,Department of Housing and Urban Development,"Office of Housing, Multifamily Housing, Office of Recapitalization",Green and Resilient Retrofit Program - Leading Edge Cohort,"Clean Energy, Buildings, and Manufacturing",Clean Buildings and Homes,Lynn Limited Partnership,lynn,Essex,Massachusetts,10000000.0,IRA,Discretionary,Y,IRA-6172,0600000US2500937490,101253,87505,38669,12256,1426,6948,46,28160,13748,61329
4836,Department of Transportation,DOT Office of the Secretary,Local and Regional Project Assistance Grants (RAISE),Transportation,"Roads, Bridges, and Major Projects",Lynnway Multimodal Corridor,lynn,Essex,Massachusetts,20250000.0,BIL,Discretionary,Y,P-4840,0600000US2500937490,101253,87505,38669,12256,1426,6948,46,28160,13748,61329
43408,Department of Transportation,Federal Highway Administration,Neighborhood Access and Equity Grant Program,Environmental Remediation,Environmental Remediation,River Works Reimagined,lynn,Essex,Massachusetts,561000.0,IRA,Discretionary,Y,IRA-7190,0600000US2500937490,101253,87505,38669,12256,1426,6948,46,28160,13748,61329
,Department of Transportation,DOT Office of the Secretary,Safe Streets and Roads for All,Transportation,Safety,Lynn Safe Streets Projects,lynn,Essex,Massachusetts,9586487.0,BIL,Discretionary,,,0600000US2500937490,101253,87505,38669,12256,1426,6948,46,28160,13748,61329
38368,Department of Agriculture,Forest Service,Urban and Community Forestry Assistance Program,Parks and Conservation,Parks and Conservation,"The City of Holyoke's Urban Forest Equity Plan seeks to ensure equal access to a healthy and abundant urban forest for all residents. The project includes proactive public tree management, block pruning cycles, and plantings, re-establishment of the municipal nursery, drafting a city tree ordinance, and establishing a lasting series of in-person demonstrations, workshops, and volunteer tree planting events in collaboration with community-based organizations and neighborhood stakeholders.",lynn,Essex,Massachusetts,550000.0,IRA,Both,Y,IRA-2516,0600000US2500937490,101253,87505,38669,12256,1426,6948,46,28160,13748,61329
27058,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,malden,Middlesex,Massachusetts,120570.0,BIL,Both,N,A-7099,0600000US2501737875,66263,59403,27463,9723,215,17151,17,4834,6860,73399
1672,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Mansfield Municipal - 1B9,mansfield,Bristol,Massachusetts,159000.0,BIL,Both,Y,P-1672,0600000US2500538225,23860,22581,19948,991,20,1316,5,301,1279,120694
10253,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Mansfield Municipal - 1B9,mansfield,Bristol,Massachusetts,145000.0,BIL,Both,Y,P-10506,0600000US2500538225,23860,22581,19948,991,20,1316,5,301,1279,120694
20154,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Mansfield Municipal - 1B9,mansfield,Bristol,Massachusetts,144000.0,BIL,Both,Y,P-22266,0600000US2500538225,23860,22581,19948,991,20,1316,5,301,1279,120694
48949,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,marblehead,Essex,Massachusetts,200000.0,BIL,Discretionary,Y,,0600000US2500938400,20441,19439,18702,180,31,273,1,252,1002,131293
46821,Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program (REAP),"Clean Energy, Buildings, and Manufacturing",Clean Energy,Rural Energy for America Program (REAP) - NOTCH YOUR AVERAGE TREE SERVICE LLC,marion,Plymouth,Massachusetts,38250.0,IRA,Discretionary,Y,,0600000US2502338540,5347,4903,4598,83,14,73,0,135,444,85636
27059,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,marlborough,Middlesex,Massachusetts,76570.0,BIL,Both,N,A-7100,0600000US2501738715,41793,35748,25633,1420,205,2463,8,6019,6045,83469
48936,Environmental Protection Agency,State and Tribal Assistance Grants,Clean School Bus Program,Transportation,"Electric Vehicles, Buses, and Ferries",Clean School Bus Rebate Program,marlborough,Middlesex,Massachusetts,290000.0,BIL,Discretionary,Y,,0600000US2501738715,41793,35748,25633,1420,205,2463,8,6019,6045,83469
1673,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Marshfield Municipal - George Harlow Field - GHG,marshfield,Plymouth,Massachusetts,295000.0,BIL,Both,Y,P-1673,0600000US2502338855,25825,24867,24164,155,24,213,6,305,958,105067
20155,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Marshfield Municipal ‐ George Harlow Field - GHG,marshfield,Plymouth,Massachusetts,294000.0,BIL,Both,Y,P-22267,0600000US2502338855,25825,24867,24164,155,24,213,6,305,958,105067
10254,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Marshfield Municipal ‐ George Harlow Field - GHG,marshfield,Plymouth,Massachusetts,292000.0,BIL,Both,Y,P-10507,0600000US2502338855,25825,24867,24164,155,24,213,6,305,958,105067
15582,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,2022 BRIC Marshfield Dyke Road Sluiceway Improvements Project Scoping,marshfield,Plymouth,Massachusetts,165000.0,BIL,Formula,Y,P-16578,0600000US2502338855,25825,24867,24164,155,24,213,6,305,958,105067
16971,Department of Commerce,National Oceanic and Atmospheric Administration,National Coastal Resilience Fund,Resilience,Resilience,Restoration at Veteran’s Memorial Park to Reconnect South River,marshfield,Plymouth,Massachusetts,1000000.0,BIL,Discretionary,Y,P-18067,0600000US2502338855,25825,24867,24164,155,24,213,6,305,958,105067
49854,Department of Commerce,National Telecommunications and Information Administration,Tribal Broadband Connectivity Program,Broadband,Broadband,Tribal Broadband Connectivity Program - Mashpee Wampanoag Tribe,mashpee,Barnstable,Massachusetts,9130692.0,BIL,Discretionary,Y,,0600000US2500139100,15060,14033,12822,359,413,173,1,265,1027,78309
27060,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,medford,Middlesex,Massachusetts,117420.0,BIL,Both,N,A-7101,0600000US2501739835,59659,54715,40474,4977,77,6839,21,2327,4944,101168
15588,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Melrose - Burnett and Laurel Streets Stormwater Management Project,melrose,Middlesex,Massachusetts,251685.0,BIL,Formula,Y,P-16584,0600000US2501740115,29817,27746,24004,968,32,2220,8,514,2071,114604
27061,Department of Energy,Energy Efficiency and Renewable Energy,Energy Efficiency and Conservation Block Grant Program,"Clean Energy, Buildings, and Manufacturing",Clean Energy and Power,,methuen,Essex,Massachusetts,112740.0,BIL,Both,N,A-7102,0600000US2500940710,53059,47679,33379,2712,219,2134,8,9227,5380,83527
18796,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Middleborough,middleborough,Plymouth,Massachusetts,57800.0,BIL,Formula,Y,P-20752,0600000US2502340850,24245,22863,21801,480,51,217,4,310,1382,77450
44977,Environmental Protection Agency,State and Tribal Assistance Grants,Drinking Water State Revolving Fund Lead Service Lines Replacement,Clean Water,Water,Aquarion Water Company - Millbury,millbury,Worcester,Massachusetts,168000.0,BIL,Formula,Y,,0600000US2502741340,13831,13000,11939,364,20,447,5,225,831,92556
15589,Department of Homeland Security,Federal Emergency Management Agency,Building Resilient Infrastructure and Communities (Robert T Stafford Act Section 203(i)),Resilience,Resilience,Granite Ave Pump Station Design,milton,Norfolk,Massachusetts,120750.0,BIL,Formula,Y,P-16585,0600000US2502141690,28630,26682,20532,3723,61,1793,8,565,1948,141050
1674,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY22 - Turners Falls - 0B5,montague,Franklin,Massachusetts,159000.0,BIL,Both,Y,P-1674,0600000US2501142285,8580,7984,7518,133,42,89,0,202,596,59364
10255,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY23 - Turners Falls - 0B5,montague,Franklin,Massachusetts,145000.0,BIL,Both,Y,P-10508,0600000US2501142285,8580,7984,7518,133,42,89,0,202,596,59364
20156,Department of Transportation,Federal Aviation Administration,Airport Infrastructure Grants,Transportation,Airports and Federal Aviation Administration Facilities,FY24 - Turners Falls - 0B5,montague,Franklin,Massachusetts,144000.0,BIL,Both,Y,P-22268,0600000US2501142285,8580,7984,7518,133,42,89,0,202,596,59364
